Loan Id,Event Type,Timestamp
62591,SMS Sent,12/5/2024
62591,SMS Sent,12/20/2024
62591,SMS Delivered,2/1/2025
62591,SMS Delivered,2/11/2025
62591,SMS Sent,2/22/2025
62591,SMS Sent,3/27/2025
62591,SMS Sent,4/23/2025
62591,SMS Delivered,6/3/2025
62591,SMS Sent,6/28/2025
62591,SMS Sent,7/4/2025
62591,SMS Delivered,7/23/2025
62593,Email Sent,1/16/2025
62594,Email Sent,1/28/2025
62594,Email Delivered,6/11/2025
62598,SMS Sent,11/26/2024
62598,Email Sent,4/5/2025
62598,SMS Delivered,4/14/2025
62598,SMS Sent,5/29/2025
62598,SMS Delivered,6/1/2025
62598,SMS Sent,6/19/2025
62598,SMS Delivered,7/7/2025
62598,SMS Delivered,7/14/2025
62622,SMS Sent,2/28/2025
62622,Email Delivered,5/11/2025
62622,SMS Delivered,5/11/2025
62622,Email Sent,6/17/2025
62622,SMS Delivered,7/24/2025
62634,Email Sent,3/30/2025
62659,SMS Sent,10/30/2024
62659,SMS Delivered,11/21/2024
62659,SMS Sent,11/27/2024
62659,Email Sent,12/6/2024
62659,SMS Delivered,12/17/2024
62659,SMS Delivered,12/29/2024
62659,SMS Sent,1/17/2025
62659,SMS Delivered,1/19/2025
62659,Email Delivered,1/29/2025
62659,Email Delivered,2/11/2025
62659,SMS Sent,4/10/2025
62659,SMS Sent,4/10/2025
62659,Email Delivered,4/16/2025
62659,Email Delivered,5/4/2025
62659,Email Sent,5/7/2025
62659,SMS Sent,5/22/2025
62659,Email Delivered,6/17/2025
62659,Email Sent,6/25/2025
62659,Email Delivered,7/12/2025
62659,SMS Delivered,7/31/2025
62659,Email Sent,7/17/2025
62659,Email Sent,7/31/2025
62682,Email Sent,4/4/2025
62686,Email Delivered,11/30/2024
62686,Email Sent,12/18/2024
62697,Email Sent,6/29/2025
62701,Email Sent,12/29/2024
62705,Email Sent,4/21/2025
62709,Email Sent,3/25/2025
62722,Email Sent,5/17/2025
62729,Email Read,3/29/2025
62729,Email Delivered,4/2/2025
62731,Email Sent,4/7/2025
62731,Email Sent,7/1/2025
62773,SMS Sent,10/20/2024
62773,Email Sent,12/6/2024
62773,SMS Sent,1/6/2025
62773,SMS Delivered,2/11/2025
62773,SMS Delivered,7/24/2025
62781,Email Sent,1/21/2025
62781,Email Delivered,5/30/2025
62782,Email Delivered,10/26/2024
62782,Email Sent,7/11/2025
62806,Email Sent,4/8/2025
62809,Email Sent,5/3/2025
62811,Email Delivered,10/18/2024
62811,Email Sent,10/30/2024
62811,Email Sent,11/28/2024
62811,Email Delivered,11/28/2024
62811,Email Sent,1/22/2025
62811,Email Delivered,2/1/2025
62811,Email Delivered,2/4/2025
62811,Email Sent,2/6/2025
62811,Email Delivered,3/1/2025
62811,Email Sent,6/5/2025
62811,Email Delivered,7/14/2025
62811,Email Sent,7/26/2025
62813,Email Sent,11/11/2024
62813,Email Sent,3/10/2025
62816,Email Delivered,3/14/2025
62816,Email Sent,7/2/2025
62822,Email Delivered,2/26/2025
62822,Email Sent,7/16/2025
62827,SMS Sent,10/27/2024
62827,SMS Sent,11/16/2024
62827,SMS Sent,1/26/2025
62827,SMS Delivered,3/5/2025
62827,SMS Delivered,3/13/2025
62827,SMS Delivered,7/31/2025
62828,Email Sent,5/23/2025
62829,SMS Sent,12/16/2024
62829,Email Sent,12/28/2024
62829,SMS Delivered,4/18/2025
62829,SMS Delivered,5/21/2025
62829,SMS Sent,5/27/2025
62833,SMS Delivered,10/23/2024
62833,Email Sent,11/17/2024
62833,SMS Sent,11/29/2024
62833,SMS Sent,11/29/2024
62833,Email Delivered,2/2/2025
62833,Email Read,5/15/2025
62833,SMS Sent,5/18/2025
62833,SMS Delivered,5/24/2025
62833,SMS Delivered,6/1/2025
62833,Email Sent,6/27/2025
62833,SMS Sent,6/30/2025
62833,SMS Delivered,7/8/2025
62833,SMS Sent,7/20/2025
62833,SMS Sent,7/29/2025
62833,Email Delivered,7/4/2025
62833,SMS Delivered,7/15/2025
62833,SMS Sent,7/15/2025
62838,Email Sent,12/20/2024
62838,SMS Sent,2/6/2025
62838,SMS Delivered,2/27/2025
62855,SMS Sent,12/15/2024
62855,SMS Delivered,5/6/2025
62855,SMS Delivered,7/7/2025
62855,SMS Sent,7/27/2025
62856,SMS Sent,10/21/2024
62856,SMS Delivered,10/28/2024
62856,SMS Sent,12/27/2024
62856,SMS Sent,3/3/2025
62856,SMS Delivered,5/9/2025
62856,SMS Delivered,6/17/2025
62856,SMS Sent,7/29/2025
62871,SMS Delivered,10/23/2024
62871,SMS Delivered,12/25/2024
62871,SMS Sent,1/5/2025
62871,SMS Sent,1/21/2025
62871,SMS Delivered,4/5/2025
62871,SMS Sent,4/5/2025
62871,SMS Delivered,4/30/2025
62871,SMS Delivered,5/20/2025
62871,SMS Sent,6/27/2025
62871,SMS Sent,7/15/2025
62872,SMS Delivered,11/13/2024
62872,SMS Sent,11/15/2024
62872,SMS Delivered,1/31/2025
62872,SMS Sent,2/7/2025
62872,SMS Delivered,4/28/2025
62872,SMS Delivered,6/3/2025
62872,SMS Sent,6/21/2025
62872,SMS Delivered,7/4/2025
62872,SMS Sent,7/26/2025
62877,Email Sent,7/19/2025
62882,SMS Delivered,10/22/2024
62882,SMS Delivered,11/4/2024
62882,SMS Sent,12/16/2024
62882,SMS Delivered,2/10/2025
62882,SMS Sent,2/12/2025
62882,Email Delivered,2/25/2025
62882,Email Sent,4/8/2025
62882,SMS Delivered,4/9/2025
62882,SMS Sent,4/24/2025
62882,SMS Delivered,5/6/2025
62882,SMS Delivered,5/14/2025
62882,SMS Sent,6/2/2025
62882,SMS Sent,6/12/2025
62882,SMS Delivered,7/23/2025
62885,SMS Delivered,10/17/2024
62885,SMS Sent,11/18/2024
62885,SMS Delivered,2/12/2025
62885,SMS Sent,3/4/2025
62885,SMS Sent,4/19/2025
62885,SMS Delivered,6/20/2025
62885,SMS Sent,7/30/2025
62887,SMS Sent,3/3/2025
62887,SMS Delivered,4/28/2025
62888,SMS Delivered,2/1/2025
62888,SMS Sent,3/17/2025
62888,SMS Sent,5/29/2025
62888,SMS Sent,7/4/2025
62888,SMS Delivered,7/9/2025
62904,SMS Sent,5/6/2025
62907,Email Sent,11/6/2024
62907,Email Delivered,7/28/2025
62920,SMS Sent,10/19/2024
62920,SMS Delivered,10/30/2024
62920,SMS Sent,11/28/2024
62920,SMS Sent,3/5/2025
62920,SMS Delivered,4/24/2025
62920,SMS Sent,4/29/2025
62920,SMS Delivered,5/4/2025
62920,SMS Delivered,7/3/2025
62920,SMS Delivered,7/13/2025
62920,SMS Sent,7/30/2025
62929,SMS Sent,11/8/2024
62929,SMS Delivered,11/18/2024
62929,SMS Sent,1/14/2025
62929,SMS Sent,1/17/2025
62929,SMS Delivered,1/18/2025
62929,SMS Sent,1/29/2025
62929,SMS Sent,2/3/2025
62929,SMS Delivered,3/8/2025
62929,SMS Delivered,3/20/2025
62929,SMS Delivered,3/27/2025
62929,SMS Sent,4/8/2025
62929,SMS Delivered,6/14/2025
62929,SMS Sent,6/24/2025
62929,SMS Delivered,6/26/2025
62929,Email Sent,7/17/2025
62929,SMS Sent,7/22/2025
62933,SMS Delivered,11/6/2024
62933,SMS Delivered,1/6/2025
62933,Email Sent,2/5/2025
62933,SMS Sent,3/6/2025
62933,SMS Sent,5/18/2025
62934,Email Sent,6/13/2025
62939,Email Delivered,5/12/2025
62945,SMS Delivered,11/1/2024
62945,SMS Sent,11/1/2024
62945,SMS Delivered,11/8/2024
62945,SMS Delivered,11/15/2024
62945,SMS Delivered,11/24/2024
62945,SMS Delivered,11/27/2024
62945,SMS Sent,12/11/2024
62945,SMS Sent,1/1/2025
62945,SMS Delivered,3/12/2025
62945,SMS Sent,4/4/2025
62945,Email Sent,5/9/2025
62945,SMS Sent,6/8/2025
62945,SMS Sent,6/26/2025
62945,SMS Delivered,7/2/2025
62945,SMS Sent,7/7/2025
62945,SMS Sent,7/10/2025
62947,Email Delivered,11/24/2024
62947,SMS Delivered,12/10/2024
62947,SMS Sent,1/9/2025
62947,Email Sent,2/4/2025
62947,SMS Sent,2/15/2025
62947,SMS Delivered,3/1/2025
62947,Email Delivered,3/1/2025
62947,SMS Delivered,3/8/2025
62947,SMS Delivered,3/8/2025
62947,SMS Sent,3/12/2025
62947,Email Sent,4/1/2025
62947,SMS Sent,5/23/2025
62947,SMS Delivered,5/30/2025
62947,Email Sent,5/31/2025
62947,Email Sent,6/12/2025
62947,Email Delivered,6/12/2025
62947,Email Delivered,6/14/2025
62947,SMS Sent,6/30/2025
62947,Email Sent,7/6/2025
62947,Email Sent,7/23/2025
62947,SMS Sent,7/29/2025
62947,Email Delivered,7/4/2025
62947,SMS Sent,7/4/2025
62947,SMS Delivered,7/5/2025
62947,Email Delivered,7/12/2025
62947,SMS Delivered,7/31/2025
62954,Email Sent,10/27/2024
62954,Email Delivered,3/6/2025
62954,Email Read,7/25/2025
62960,SMS Delivered,11/15/2024
62960,SMS Delivered,3/4/2025
62960,SMS Sent,3/10/2025
62960,SMS Delivered,3/20/2025
62960,SMS Delivered,4/19/2025
62960,SMS Delivered,4/23/2025
62960,SMS Sent,5/21/2025
62960,SMS Sent,6/9/2025
62960,SMS Sent,6/10/2025
62960,SMS Delivered,7/3/2025
62960,SMS Sent,7/7/2025
62960,SMS Sent,7/31/2025
62966,SMS Sent,10/31/2024
62966,SMS Delivered,12/29/2024
62966,SMS Delivered,2/19/2025
62972,Email Sent,3/18/2025
62975,SMS Sent,11/18/2024
62975,SMS Sent,11/27/2024
62975,SMS Delivered,12/17/2024
62975,SMS Delivered,1/11/2025
62975,SMS Sent,1/13/2025
62975,SMS Delivered,1/25/2025
62975,SMS Delivered,2/1/2025
62975,SMS Sent,2/9/2025
62975,SMS Sent,4/1/2025
62975,SMS Sent,4/23/2025
62975,SMS Delivered,5/31/2025
62975,SMS Sent,7/11/2025
62975,SMS Delivered,7/12/2025
62998,SMS Sent,10/31/2024
62998,SMS Delivered,11/6/2024
62998,SMS Delivered,1/1/2025
62998,SMS Sent,2/14/2025
62998,SMS Sent,5/9/2025
62998,SMS Sent,6/21/2025
62998,SMS Delivered,7/28/2025
62998,Email Sent,7/29/2025
62998,SMS Delivered,7/13/2025
62998,SMS Delivered,7/23/2025
62998,SMS Sent,7/24/2025
63012,Email Sent,6/10/2025
63012,Email Delivered,7/6/2025
63015,SMS Sent,10/25/2024
63015,SMS Delivered,2/25/2025
63015,SMS Delivered,6/9/2025
63015,SMS Sent,7/20/2025
63015,Email Sent,7/24/2025
63023,SMS Delivered,10/25/2024
63023,SMS Delivered,11/10/2024
63023,SMS Sent,11/14/2024
63023,SMS Delivered,12/14/2024
63023,SMS Sent,12/18/2024
63023,SMS Delivered,1/3/2025
63023,SMS Delivered,2/19/2025
63023,SMS Sent,3/18/2025
63023,SMS Delivered,4/9/2025
63023,SMS Sent,7/15/2025
63023,SMS Sent,7/15/2025
63023,SMS Sent,7/17/2025
63023,SMS Delivered,7/27/2025
63028,Email Delivered,10/25/2024
63028,Email Sent,11/12/2024
63029,SMS Sent,10/24/2024
63029,SMS Sent,11/20/2024
63029,Email Sent,11/23/2024
63029,SMS Delivered,1/23/2025
63029,SMS Delivered,1/29/2025
63029,SMS Sent,2/16/2025
63029,SMS Delivered,2/17/2025
63029,SMS Sent,3/20/2025
63029,Email Read,5/21/2025
63029,SMS Delivered,5/22/2025
63029,SMS Delivered,6/28/2025
63029,Email Delivered,7/8/2025
63035,SMS Delivered,11/1/2024
63035,SMS Sent,11/15/2024
63035,SMS Delivered,11/27/2024
63035,SMS Delivered,12/1/2024
63035,SMS Delivered,12/20/2024
63035,SMS Sent,1/7/2025
63035,SMS Sent,1/21/2025
63035,SMS Delivered,2/6/2025
63035,SMS Sent,4/7/2025
63035,SMS Delivered,4/7/2025
63035,SMS Sent,5/18/2025
63035,SMS Sent,7/17/2025
63043,SMS Sent,11/16/2024
63043,SMS Delivered,12/7/2024
63043,SMS Sent,12/28/2024
63043,SMS Delivered,1/7/2025
63043,SMS Sent,2/25/2025
63043,SMS Delivered,3/17/2025
63047,SMS Sent,11/10/2024
63047,SMS Sent,12/8/2024
63047,SMS Delivered,1/2/2025
63047,SMS Delivered,1/19/2025
63047,SMS Sent,1/28/2025
63047,SMS Delivered,2/12/2025
63047,SMS Delivered,3/30/2025
63047,SMS Sent,4/1/2025
63047,SMS Sent,5/8/2025
63047,SMS Delivered,7/24/2025
63049,Email Delivered,10/20/2024
63049,Email Sent,11/24/2024
63049,Email Read,2/25/2025
63049,Email Delivered,2/28/2025
63049,Email Sent,3/4/2025
63049,Email Delivered,3/28/2025
63049,Email Delivered,4/22/2025
63049,Email Sent,4/23/2025
63049,Email Sent,4/23/2025
63049,Email Sent,6/16/2025
63049,Email Delivered,7/6/2025
63074,SMS Delivered,11/19/2024
63074,SMS Sent,12/13/2024
63074,SMS Delivered,1/18/2025
63074,SMS Sent,1/21/2025
63074,Email Sent,2/3/2025
63074,SMS Sent,3/16/2025
63074,SMS Sent,3/18/2025
63074,Email Delivered,4/26/2025
63074,SMS Delivered,6/9/2025
63074,SMS Delivered,7/13/2025
63074,SMS Sent,7/17/2025
63074,SMS Delivered,7/19/2025
63081,Email Delivered,10/30/2024
63081,Email Sent,3/10/2025
63084,SMS Sent,12/26/2024
63084,SMS Delivered,12/28/2024
63084,SMS Sent,2/24/2025
63084,SMS Sent,4/15/2025
63084,SMS Delivered,6/13/2025
63084,Email Sent,7/13/2025
63084,SMS Delivered,7/23/2025
63086,Email Delivered,10/17/2024
63086,SMS Sent,10/26/2024
63086,Email Sent,11/19/2024
63086,SMS Delivered,3/9/2025
63086,Email Sent,3/21/2025
63086,Email Delivered,6/4/2025
63086,Email Sent,7/12/2025
63092,SMS Delivered,12/29/2024
63092,SMS Sent,12/30/2024
63092,SMS Sent,1/23/2025
63092,SMS Delivered,4/21/2025
63092,Email Delivered,6/8/2025
63099,SMS Delivered,10/19/2024
63099,SMS Sent,11/6/2024
63099,SMS Delivered,2/9/2025
63099,SMS Delivered,4/4/2025
63099,SMS Sent,5/24/2025
63099,SMS Delivered,5/29/2025
63099,SMS Sent,6/5/2025
63099,SMS Delivered,6/7/2025
63099,SMS Sent,6/12/2025
63099,SMS Sent,6/13/2025
63099,SMS Delivered,6/21/2025
63099,SMS Sent,7/21/2025
63099,SMS Delivered,7/23/2025
63099,SMS Sent,7/24/2025
63100,Email Sent,11/17/2024
63108,Email Sent,7/2/2025
63119,SMS Sent,10/31/2024
63119,SMS Delivered,11/5/2024
63119,SMS Sent,11/6/2024
63119,Email Sent,12/3/2024
63119,SMS Delivered,12/17/2024
63119,SMS Delivered,12/19/2024
63119,SMS Sent,12/24/2024
63119,SMS Delivered,12/28/2024
63119,SMS Sent,1/2/2025
63119,SMS Delivered,2/5/2025
63119,SMS Sent,2/19/2025
63119,SMS Sent,3/29/2025
63119,SMS Delivered,4/18/2025
63119,SMS Sent,5/17/2025
63119,SMS Delivered,7/9/2025
63130,SMS Sent,11/9/2024
63130,SMS Sent,11/21/2024
63130,SMS Delivered,12/25/2024
63130,SMS Sent,1/26/2025
63130,SMS Delivered,1/28/2025
63130,SMS Sent,2/13/2025
63130,SMS Delivered,2/25/2025
63130,Email Sent,4/27/2025
63130,SMS Delivered,5/1/2025
63130,SMS Delivered,5/28/2025
63130,Email Delivered,7/1/2025
63130,SMS Sent,7/23/2025
63135,SMS Sent,10/18/2024
63135,Email Delivered,10/31/2024
63135,Email Sent,1/15/2025
63135,SMS Sent,1/25/2025
63135,SMS Delivered,2/7/2025
63135,SMS Delivered,2/15/2025
63135,SMS Delivered,2/20/2025
63135,SMS Delivered,4/8/2025
63135,SMS Sent,5/21/2025
63135,SMS Sent,6/8/2025
63135,SMS Delivered,7/13/2025
63136,SMS Sent,10/25/2024
63136,SMS Sent,11/28/2024
63136,SMS Delivered,12/5/2024
63136,Email Delivered,12/8/2024
63136,SMS Delivered,12/17/2024
63136,SMS Delivered,2/17/2025
63136,SMS Sent,3/10/2025
63136,Email Sent,3/23/2025
63136,SMS Delivered,4/10/2025
63136,Email Read,5/23/2025
63136,SMS Delivered,7/25/2025
63136,SMS Sent,7/30/2025
63148,SMS Delivered,11/15/2024
63148,SMS Sent,12/25/2024
63148,SMS Sent,12/30/2024
63148,Email Delivered,7/7/2025
63152,Email Delivered,1/12/2025
63152,Email Sent,2/6/2025
63158,SMS Sent,10/25/2024
63158,SMS Sent,12/14/2024
63158,SMS Sent,1/4/2025
63158,SMS Delivered,1/20/2025
63158,Email Sent,1/24/2025
63158,SMS Delivered,2/7/2025
63158,SMS Delivered,4/1/2025
63158,SMS Sent,5/23/2025
63158,SMS Delivered,6/18/2025
63158,SMS Sent,6/24/2025
63158,SMS Delivered,7/29/2025
63158,SMS Delivered,7/24/2025
63158,Email Sent,7/27/2025
63159,SMS Delivered,10/31/2024
63159,SMS Sent,11/7/2024
63159,SMS Sent,1/13/2025
63159,SMS Delivered,5/6/2025
63159,SMS Sent,5/7/2025
63159,SMS Sent,6/23/2025
63159,SMS Delivered,7/17/2025
63159,SMS Delivered,7/27/2025
63161,SMS Delivered,11/6/2024
63161,SMS Sent,11/15/2024
63161,SMS Sent,12/2/2024
63161,SMS Sent,1/27/2025
63161,SMS Delivered,2/25/2025
63161,SMS Delivered,3/20/2025
63161,SMS Sent,4/25/2025
63161,SMS Delivered,5/14/2025
63161,SMS Delivered,5/16/2025
63161,SMS Delivered,6/28/2025
63161,SMS Sent,7/20/2025
63172,Email Sent,4/25/2025
63176,SMS Delivered,10/25/2024
63176,SMS Delivered,12/18/2024
63176,SMS Delivered,1/31/2025
63176,Email Sent,2/19/2025
63176,SMS Delivered,3/8/2025
63176,SMS Sent,3/16/2025
63176,SMS Sent,5/17/2025
63176,SMS Delivered,6/8/2025
63176,SMS Sent,7/28/2025
63176,SMS Sent,7/29/2025
63176,SMS Delivered,7/5/2025
63176,SMS Sent,7/21/2025
63176,SMS Sent,7/27/2025
63186,Email Sent,10/30/2024
63186,SMS Sent,1/12/2025
63186,SMS Delivered,4/23/2025
63188,SMS Sent,10/24/2024
63188,Email Delivered,11/16/2024
63188,SMS Delivered,12/11/2024
63188,SMS Delivered,3/21/2025
63188,SMS Delivered,4/19/2025
63188,SMS Delivered,4/24/2025
63188,SMS Sent,6/4/2025
63188,SMS Sent,7/4/2025
63188,SMS Sent,7/24/2025
63196,Email Sent,10/30/2024
63198,Email Sent,11/11/2024
63203,Email Delivered,10/20/2024
63203,Email Sent,11/10/2024
63203,Email Sent,11/29/2024
63203,Email Sent,1/1/2025
63203,Email Sent,1/5/2025
63203,Email Sent,4/30/2025
63203,Email Sent,5/3/2025
63203,Email Delivered,5/14/2025
63203,Email Delivered,5/28/2025
63203,Email Delivered,6/1/2025
63203,Email Sent,6/11/2025
63203,Email Delivered,6/16/2025
63203,Email Delivered,7/13/2025
63203,Email Delivered,7/23/2025
63210,SMS Delivered,10/19/2024
63210,SMS Sent,10/28/2024
63210,SMS Sent,10/28/2024
63210,SMS Delivered,12/13/2024
63210,SMS Delivered,1/27/2025
63210,Email Sent,2/2/2025
63210,SMS Sent,2/2/2025
63210,SMS Sent,2/16/2025
63210,Email Delivered,2/17/2025
63210,SMS Delivered,3/3/2025
63210,SMS Sent,6/17/2025
63210,SMS Sent,7/5/2025
63210,SMS Delivered,7/10/2025
63210,SMS Delivered,7/13/2025
63216,SMS Delivered,10/22/2024
63216,SMS Sent,10/24/2024
63216,SMS Sent,12/23/2024
63216,SMS Sent,1/29/2025
63216,SMS Delivered,4/29/2025
63216,SMS Delivered,5/24/2025
63216,SMS Delivered,6/10/2025
63216,SMS Sent,7/22/2025
63227,Email Sent,1/1/2025
63227,Email Sent,7/5/2025
63231,Email Sent,11/22/2024
63252,SMS Delivered,11/9/2024
63252,SMS Delivered,1/5/2025
63252,Email Sent,1/16/2025
63252,SMS Delivered,2/1/2025
63252,SMS Sent,3/6/2025
63252,SMS Sent,6/24/2025
63252,SMS Sent,7/27/2025
63253,SMS Sent,11/14/2024
63253,SMS Sent,11/30/2024
63253,SMS Sent,12/15/2024
63253,SMS Delivered,1/9/2025
63253,SMS Delivered,1/14/2025
63253,SMS Sent,2/2/2025
63253,SMS Delivered,2/7/2025
63253,SMS Sent,3/7/2025
63253,SMS Delivered,3/26/2025
63253,SMS Sent,3/28/2025
63253,SMS Sent,5/28/2025
63253,SMS Delivered,6/9/2025
63253,SMS Delivered,7/31/2025
63257,Email Sent,1/12/2025
63257,Email Delivered,1/30/2025
63257,Email Read,4/2/2025
63257,Email Sent,5/8/2025
63257,Email Delivered,5/14/2025
63260,Email Sent,10/15/2024
63260,Email Delivered,3/23/2025
63273,SMS Sent,1/18/2025
63273,SMS Sent,2/8/2025
63273,SMS Delivered,6/19/2025
63273,SMS Delivered,7/14/2025
63282,Email Delivered,12/4/2024
63282,Email Sent,1/5/2025
63282,Email Read,5/6/2025
63294,Email Delivered,11/15/2024
63294,SMS Delivered,2/1/2025
63294,SMS Sent,2/11/2025
63302,Email Sent,10/28/2024
63302,SMS Sent,12/9/2024
63302,SMS Delivered,1/27/2025
63302,SMS Sent,2/11/2025
63302,SMS Delivered,4/9/2025
63302,SMS Sent,6/15/2025
63304,Email Sent,3/25/2025
63304,Email Delivered,7/8/2025
63306,SMS Sent,11/20/2024
63306,SMS Delivered,1/29/2025
63306,SMS Delivered,4/17/2025
63306,Email Sent,5/10/2025
63306,SMS Sent,7/25/2025
63308,SMS Delivered,2/3/2025
63308,Email Sent,5/3/2025
63322,SMS Delivered,12/6/2024
63322,SMS Sent,12/15/2024
63322,Email Sent,1/8/2025
63322,SMS Sent,4/12/2025
63322,SMS Sent,7/2/2025
63322,SMS Delivered,7/3/2025
63322,SMS Sent,7/10/2025
63326,Email Sent,7/25/2025
63338,SMS Delivered,10/29/2024
63338,SMS Sent,12/29/2024
63338,SMS Delivered,1/6/2025
63338,SMS Delivered,2/2/2025
63338,SMS Sent,2/20/2025
63338,Email Sent,4/4/2025
63338,SMS Sent,7/24/2025
63338,SMS Sent,7/29/2025
63338,Email Sent,7/24/2025
63340,Email Sent,5/28/2025
63348,SMS Delivered,12/3/2024
63348,SMS Sent,3/19/2025
63348,Email Sent,7/9/2025
63355,SMS Sent,10/21/2024
63355,SMS Sent,12/27/2024
63355,SMS Sent,12/29/2024
63355,SMS Delivered,1/15/2025
63355,SMS Delivered,2/1/2025
63355,SMS Delivered,3/3/2025
63355,SMS Delivered,3/26/2025
63355,SMS Sent,5/2/2025
63355,SMS Delivered,5/9/2025
63355,SMS Sent,5/22/2025
63355,SMS Delivered,6/17/2025
63355,SMS Delivered,7/18/2025
63355,SMS Sent,7/20/2025
63360,Email Sent,6/19/2025
63379,SMS Sent,10/27/2024
63379,SMS Sent,11/5/2024
63379,SMS Delivered,11/27/2024
63379,SMS Delivered,12/1/2024
63379,SMS Delivered,12/6/2024
63379,SMS Sent,12/25/2024
63379,SMS Delivered,1/1/2025
63379,SMS Delivered,1/29/2025
63379,SMS Sent,3/7/2025
63379,SMS Sent,5/18/2025
63401,Email Sent,10/16/2024
63401,SMS Delivered,11/6/2024
63401,Email Sent,11/22/2024
63401,Email Delivered,11/27/2024
63401,Email Sent,12/26/2024
63401,SMS Sent,1/2/2025
63401,Email Sent,1/17/2025
63401,Email Sent,1/31/2025
63401,Email Sent,4/2/2025
63401,SMS Sent,4/23/2025
63401,Email Delivered,5/20/2025
63401,Email Delivered,6/13/2025
63401,Email Delivered,6/23/2025
63401,Email Delivered,7/24/2025
63401,SMS Delivered,7/7/2025
63401,Email Delivered,7/26/2025
63414,SMS Delivered,2/6/2025
63414,Email Sent,5/3/2025
63414,SMS Delivered,5/31/2025
63414,SMS Sent,6/10/2025
63414,SMS Sent,7/26/2025
63414,SMS Sent,7/14/2025
63419,Email Sent,12/11/2024
63419,Email Delivered,7/7/2025
63428,Email Delivered,10/19/2024
63428,SMS Delivered,11/20/2024
63428,SMS Delivered,12/4/2024
63428,Email Read,12/29/2024
63428,SMS Sent,5/27/2025
63428,Email Sent,7/19/2025
63428,SMS Sent,7/29/2025
63431,SMS Sent,2/15/2025
63431,SMS Delivered,5/25/2025
63431,SMS Sent,7/28/2025
63431,SMS Delivered,7/31/2025
63432,SMS Sent,3/1/2025
63432,SMS Delivered,3/10/2025
63432,SMS Delivered,4/6/2025
63432,Email Sent,5/26/2025
63438,Email Sent,7/7/2025
63442,SMS Sent,10/30/2024
63442,SMS Sent,12/16/2024
63442,SMS Delivered,12/31/2024
63442,SMS Sent,3/7/2025
63442,SMS Sent,3/12/2025
63442,SMS Sent,3/29/2025
63442,SMS Delivered,4/1/2025
63442,SMS Delivered,4/22/2025
63442,SMS Delivered,5/1/2025
63442,SMS Delivered,5/19/2025
63442,SMS Delivered,5/26/2025
63442,SMS Sent,5/30/2025
63442,SMS Delivered,7/7/2025
63442,Email Sent,7/26/2025
63451,SMS Delivered,4/1/2025
63451,SMS Sent,5/11/2025
63475,SMS Delivered,11/23/2024
63475,SMS Delivered,12/5/2024
63475,SMS Delivered,1/11/2025
63475,SMS Delivered,2/25/2025
63475,SMS Sent,3/12/2025
63475,SMS Delivered,3/18/2025
63475,SMS Sent,3/28/2025
63475,SMS Sent,7/4/2025
63475,SMS Sent,7/17/2025
63484,Email Read,11/18/2024
63484,Email Delivered,1/12/2025
63484,Email Sent,7/6/2025
63485,SMS Sent,4/8/2025
63485,SMS Delivered,7/1/2025
63488,SMS Sent,3/1/2025
63488,SMS Delivered,7/27/2025
63488,Email Sent,7/29/2025
63503,SMS Sent,11/3/2024
63503,SMS Delivered,11/7/2024
63503,SMS Delivered,11/26/2024
63503,SMS Delivered,12/2/2024
63503,SMS Delivered,1/9/2025
63503,SMS Delivered,1/15/2025
63503,SMS Sent,1/16/2025
63503,SMS Sent,4/12/2025
63503,SMS Sent,5/21/2025
63503,SMS Sent,7/3/2025
63504,Email Delivered,10/23/2024
63504,SMS Delivered,10/24/2024
63504,SMS Delivered,10/31/2024
63504,SMS Sent,12/20/2024
63504,SMS Delivered,1/17/2025
63504,Email Sent,4/3/2025
63504,SMS Sent,5/3/2025
63504,SMS Delivered,7/8/2025
63504,SMS Sent,7/27/2025
63505,SMS Sent,11/6/2024
63505,SMS Delivered,11/8/2024
63505,SMS Delivered,11/28/2024
63505,Email Sent,1/3/2025
63505,Email Sent,2/2/2025
63505,SMS Sent,2/7/2025
63505,SMS Delivered,3/18/2025
63505,SMS Sent,4/28/2025
63505,Email Delivered,5/25/2025
63505,SMS Delivered,6/21/2025
63505,Email Sent,7/17/2025
63505,SMS Sent,7/31/2025
63505,SMS Sent,7/6/2025
63508,Email Delivered,4/19/2025
63508,Email Sent,6/27/2025
63509,SMS Sent,12/24/2024
63509,SMS Delivered,1/9/2025
63509,SMS Delivered,2/11/2025
63509,SMS Sent,3/24/2025
63509,SMS Sent,4/6/2025
63509,SMS Sent,4/16/2025
63509,SMS Delivered,4/20/2025
63509,SMS Delivered,6/14/2025
63509,SMS Delivered,6/25/2025
63509,SMS Sent,6/30/2025
63509,SMS Delivered,7/22/2025
63509,SMS Delivered,7/1/2025
63509,SMS Sent,7/20/2025
63512,SMS Sent,11/19/2024
63512,SMS Delivered,12/18/2024
63522,Email Sent,11/17/2024
63522,SMS Sent,11/26/2024
63522,SMS Sent,2/28/2025
63522,SMS Delivered,3/25/2025
63522,SMS Sent,4/3/2025
63522,SMS Delivered,4/11/2025
63522,SMS Sent,4/15/2025
63522,SMS Sent,5/19/2025
63522,SMS Delivered,5/28/2025
63522,SMS Delivered,6/4/2025
63522,Email Delivered,6/30/2025
63522,SMS Delivered,7/21/2025
63522,SMS Delivered,7/2/2025
63537,SMS Sent,10/24/2024
63537,SMS Sent,11/5/2024
